  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.150 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.3315   0.01199   0.00622  -0.0731   0.8656   1.0000
   0.100   0.3424   0.01187   0.00605  -0.0729   0.8607   1.0000
   0.200   0.3495   0.01184   0.00600  -0.0721   0.8520   1.0000
   0.300   0.3596   0.01175   0.00587  -0.0718   0.8463   1.0000
   0.400   0.3679   0.01172   0.00581  -0.0712   0.8388   1.0000
   0.500   0.3772   0.01166   0.00571  -0.0707   0.8320   1.0000
   0.600   0.3867   0.01161   0.00562  -0.0703   0.8259   1.0000
   0.700   0.3951   0.01160   0.00558  -0.0697   0.8180   1.0000
   0.800   0.4053   0.01154   0.00547  -0.0693   0.8124   1.0000
   0.900   0.4136   0.01155   0.00546  -0.0687   0.8042   1.0000
   1.000   0.4232   0.01153   0.00538  -0.0683   0.7978   1.0000
   1.100   0.4323   0.01153   0.00535  -0.0678   0.7907   1.0000
   1.200   0.4415   0.01153   0.00531  -0.0673   0.7834   1.0000
   1.300   0.4515   0.01152   0.00525  -0.0669   0.7775   1.0000
   1.400   0.4601   0.01155   0.00526  -0.0664   0.7693   1.0000
   1.500   0.4702   0.01154   0.00520  -0.0660   0.7634   1.0000
   1.600   0.4790   0.01158   0.00522  -0.0655   0.7555   1.0000
   1.700   0.4887   0.01160   0.00519  -0.0651   0.7489   1.0000
   1.800   0.4981   0.01163   0.00519  -0.0647   0.7421   1.0000
   1.900   0.5074   0.01167   0.00519  -0.0643   0.7347   1.0000
   2.000   0.5175   0.01170   0.00516  -0.0639   0.7290   1.0000
   2.100   0.5263   0.01175   0.00521  -0.0634   0.7209   1.0000
   2.200   0.5362   0.01179   0.00520  -0.0630   0.7147   1.0000
   2.300   0.5454   0.01185   0.00523  -0.0626   0.7075   1.0000
   2.400   0.5549   0.01190   0.00525  -0.0622   0.7007   1.0000
   2.500   0.5648   0.01195   0.00525  -0.0618   0.6947   1.0000
   2.600   0.5739   0.01201   0.00531  -0.0614   0.6872   1.0000
   2.700   0.5839   0.01207   0.00530  -0.0610   0.6813   1.0000
   2.800   0.5930   0.01214   0.00537  -0.0606   0.6741   1.0000
   2.900   0.6026   0.01220   0.00539  -0.0602   0.6674   1.0000
   3.000   0.6124   0.01227   0.00543  -0.0598   0.6614   1.0000
   3.100   0.6215   0.01234   0.00550  -0.0594   0.6542   1.0000
   3.200   0.6315   0.01242   0.00551  -0.0590   0.6483   1.0000
   3.300   0.6406   0.01249   0.00559  -0.0586   0.6412   1.0000
   3.400   0.6502   0.01257   0.00563  -0.0582   0.6347   1.0000
   3.500   0.6600   0.01265   0.00567  -0.0578   0.6288   1.0000
   3.600   0.6691   0.01273   0.00575  -0.0574   0.6215   1.0000
   3.700   0.6790   0.01281   0.00577  -0.0570   0.6155   1.0000
   3.800   0.6882   0.01289   0.00587  -0.0566   0.6085   1.0000
   3.900   0.6978   0.01297   0.00592  -0.0562   0.6018   1.0000
   4.000   0.7075   0.01306   0.00597  -0.0558   0.5957   1.0000
   4.100   0.7167   0.01314   0.00606  -0.0554   0.5883   1.0000
   4.200   0.7266   0.01323   0.00609  -0.0550   0.5822   1.0000
   4.300   0.7357   0.01331   0.00619  -0.0546   0.5748   1.0000
   4.400   0.7452   0.01340   0.00625  -0.0542   0.5680   1.0000
   4.500   0.7547   0.01349   0.00632  -0.0538   0.5612   1.0000
   4.600   0.7640   0.01357   0.00641  -0.0534   0.5537   1.0000
   4.700   0.7738   0.01368   0.00645  -0.0530   0.5474   1.0000
   4.800   0.7827   0.01376   0.00656  -0.0525   0.5394   1.0000
   4.900   0.7924   0.01386   0.00660  -0.0522   0.5328   1.0000
   5.000   0.8014   0.01394   0.00671  -0.0517   0.5247   1.0000
